magnitude,jerk,variance,peak_freq,zero_cross,duration,class_id,class_label
1.6740,0.5138,0.2966,12.6639,18,100.00,2,ROUGH
1.5851,0.7180,0.3561,11.3495,17,100.00,2,ROUGH
1.5028,0.4257,0.2174,13.6279,17,100.00,2,ROUGH
1.4182,0.3835,0.3783,12.3735,12,100.00,2,ROUGH
1.6341,0.3403,0.3393,11.1280,16,100.00,2,ROUGH
1.2473,0.7947,0.2992,9.8434,19,100.00,2,ROUGH
1.7618,0.5013,0.3593,12.0762,19,100.00,2,ROUGH
1.3785,0.7088,0.3207,10.8413,18,100.00,2,ROUGH
1.2936,0.4147,0.2806,9.5812,18,100.00,2,ROUGH
1.2072,0.3711,0.3410,11.8035,17,100.00,2,ROUGH
1.7233,0.3291,0.2020,14.0579,12,100.00,2,ROUGH
1.3380,0.7845,0.2624,12.7952,20,100.00,2,ROUGH
1.5549,0.7437,0.2239,8.0609,20,100.00,2,ROUGH
1.4672,0.6973,0.2831,10.2643,15,100.00,2,ROUGH
1.6831,0.6547,0.3439,9.0173,14,100.00,2,ROUGH
1.5983,0.6114,0.3043,14.7590,18,100.00,2,ROUGH
1.5169,0.3208,0.3660,13.5489,17,100.00,2,ROUGH
1.7275,0.7736,0.3252,12.2300,12,100.00,2,ROUGH
1.6414,0.7294,0.3855,10.9540,12,100.00,2,ROUGH
1.5591,0.6880,0.2468,9.7319,20,100.00,2,ROUGH
1.4723,0.6431,0.3068,8.4476,20,100.00,2,ROUGH
1.6880,0.3504,0.2674,14.1971,19,100.00,2,ROUGH
1.3012,0.5554,0.3276,9.4135,18,100.00,2,ROUGH
1.5180,0.7627,0.2882,11.6781,13,100.00,2,ROUGH
1.4329,0.4692,0.3490,10.4182,17,100.00,2,ROUGH
1.3500,0.4282,0.3104,12.6871,17,100.00,2,ROUGH
1.2651,0.3846,0.2709,11.4289,20,100.00,2,ROUGH
1.4801,0.5909,0.3314,10.1692,15,100.00,2,ROUGH
1.6932,0.5460,0.2914,8.8839,19,100.00,2,ROUGH
1.3083,0.5025,0.2521,11.1256,19,100.00,2,ROUGH
1.2238,0.7083,0.2122,9.8727,14,100.00,2,ROUGH
1.4392,0.4165,0.2732,8.6181,13,100.00,2,ROUGH
1.6535,0.6214,0.2332,14.3491,12,100.00,2,ROUGH
1.5676,0.3273,0.2936,9.5772,12,100.00,2,ROUGH
1.4834,0.7852,0.2545,11.8283,16,100.00,2,ROUGH
1.3972,0.7404,0.3148,10.5537,20,100.00,2,ROUGH
1.6143,0.6982,0.3757,9.3214,15,100.00,2,ROUGH
1.5286,0.6547,0.3359,11.5517,18,100.00,2,ROUGH
1.7445,0.3627,0.2969,13.8047,13,100.00,2,ROUGH
1.6600,0.3189,0.2575,12.5515,17,100.00,2,ROUGH
1.5753,0.7759,0.2182,14.7971,12,100.00,2,ROUGH
1.4898,0.4824,0.2789,13.5312,12,100.00,2,ROUGH
1.4048,0.4383,0.2394,12.2714,15,100.00,2,ROUGH
1.3207,0.3956,0.2998,11.0239,19,100.00,2,ROUGH
1.2365,0.3525,0.2608,9.7755,19,100.00,2,ROUGH
1.7513,0.3082,0.3208,8.5126,18,100.00,2,ROUGH
1.3638,0.7644,0.2811,10.7188,18,100.00,2,ROUGH
1.2782,0.7196,0.3411,12.9506,12,100.00,2,ROUGH
1.4948,0.4266,0.2022,11.7141,12,100.00,2,ROUGH
1.4114,0.6350,0.2634,13.9764,20,100.00,2,ROUGH
1.3240,0.5899,0.3232,12.6829,15,100.00,2,ROUGH
1.5398,0.7971,0.3836,11.4336,15,100.00,2,ROUGH
1.7547,0.7531,0.2445,10.1744,14,100.00,2,ROUGH
1.6692,0.4590,0.3044,12.4067,18,100.00,2,ROUGH
1.5834,0.4154,0.2650,11.1362,17,100.00,2,ROUGH
1.4976,0.6212,0.3252,9.8661,12,100.00,2,ROUGH
1.7118,0.5768,0.2850,12.0939,16,100.00,2,ROUGH
1.3326,0.7881,0.2481,14.4165,16,100.00,2,ROUGH
1.2446,0.7425,0.3073,9.6143,15,100.00,2,ROUGH
1.4602,0.4496,0.2682,8.3637,19,100.00,2,ROUGH
1.6761,0.4069,0.2286,10.6150,14,100.00,2,ROUGH
1.5913,0.6129,0.3895,12.8589,18,100.00,2,ROUGH
1.2056,0.3192,0.2495,11.5885,13,100.00,2,ROUGH
1.7208,0.7758,0.3103,13.8322,12,100.00,2,ROUGH
1.3356,0.7323,0.3710,12.5712,20,100.00,2,ROUGH
1.5505,0.6888,0.2315,11.3100,15,100.00,2,ROUGH
1.4640,0.6434,0.3913,10.0300,19,100.00,2,ROUGH
1.3811,0.3525,0.2528,8.7989,14,100.00,2,ROUGH
1.5937,0.3066,0.2121,14.5048,13,100.00,2,ROUGH
1.5109,0.5149,0.2735,9.7768,13,100.00,2,ROUGH
1.4252,0.7210,0.2338,12.0071,17,100.00,2,ROUGH
1.3389,0.6760,0.2937,14.2290,16,100.00,2,ROUGH
1.5561,0.6354,0.3556,9.5014,16,100.00,2,ROUGH
1.4715,0.3416,0.2158,11.7464,20,100.00,2,ROUGH
1.3840,0.5459,0.2754,13.9514,14,100.00,2,ROUGH
1.3016,0.5050,0.3368,12.7274,18,100.00,2,ROUGH
1.5153,0.4601,0.2970,11.4501,13,100.00,2,ROUGH
1.4315,0.6676,0.3577,10.2076,17,100.00,2,ROUGH
1.6447,0.6226,0.3178,12.4225,12,100.00,2,ROUGH
1.5598,0.5800,0.2785,11.1641,20,100.00,2,ROUGH
1.7771,0.7880,0.3399,13.4371,15,100.00,2,ROUGH
1.6915,0.4933,0.3999,8.6695,15,100.00,2,ROUGH
1.3079,0.7014,0.3612,14.4296,19,100.00,2,ROUGH
1.2198,0.6547,0.2201,9.6266,14,100.00,2,ROUGH
1.7349,0.3622,0.2809,8.3672,13,100.00,2,ROUGH
1.3518,0.3197,0.3420,10.6349,17,100.00,2,ROUGH
1.5675,0.7761,0.2025,9.3852,12,100.00,2,ROUGH
1.7796,0.7320,0.2625,8.0851,16,100.00,2,ROUGH
1.6957,0.6891,0.3235,10.3404,20,100.00,2,ROUGH
1.6121,0.6457,0.2841,12.6005,15,100.00,2,ROUGH
1.5247,0.6001,0.2439,11.3073,14,100.00,2,ROUGH
1.7415,0.5595,0.3052,10.0726,13,100.00,2,ROUGH
1.6552,0.7637,0.3648,12.2949,17,100.00,2,ROUGH
1.2671,0.7185,0.2248,10.9931,12,100.00,2,ROUGH
1.4852,0.4266,0.3861,9.7758,16,100.00,2,ROUGH
1.7000,0.3837,0.3468,8.5137,20,100.00,2,ROUGH
1.3146,0.3403,0.2073,14.2484,15,100.00,2,ROUGH
1.2305,0.5481,0.3681,13.0013,19,100.00,2,ROUGH
1.7468,0.7541,0.2287,8.2599,14,100.00,2,ROUGH
1.6592,0.7096,0.3886,13.9629,13,100.00,2,ROUGH
1.5750,0.6660,0.3490,12.7146,17,100.00,2,ROUGH
1.7916,0.6244,0.2102,14.9765,16,100.00,2,ROUGH
1.7093,0.3329,0.2720,13.7559,20,100.00,2,ROUGH
1.6203,0.5364,0.3311,12.4408,15,100.00,2,ROUGH
1.2386,0.4956,0.2925,11.2265,15,100.00,2,ROUGH
1.7504,0.4489,0.3521,13.4227,14,100.00,2,ROUGH
1.3671,0.4079,0.2134,12.1866,13,100.00,2,ROUGH
1.5820,0.3638,0.3738,14.4253,17,100.00,2,ROUGH
1.4973,0.3200,0.3340,9.6694,12,100.00,2,ROUGH
1.7110,0.7755,0.3943,11.8920,16,100.00,2,ROUGH
1.6276,0.4840,0.3556,14.1555,16,100.00,2,ROUGH
1.2399,0.6881,0.2151,12.8582,19,100.00,2,ROUGH
1.7560,0.3958,0.2761,8.1141,19,100.00,2,ROUGH
1.3707,0.3515,0.3363,13.8500,18,100.00,2,ROUGH
1.2852,0.5574,0.3967,12.5843,13,100.00,2,ROUGH
1.2014,0.7646,0.2572,14.8392,17,100.00,2,ROUGH
1.7130,0.7193,0.2169,10.0329,16,100.00,2,ROUGH
1.6321,0.4277,0.2786,12.3316,16,100.00,2,ROUGH
1.5454,0.6337,0.3389,11.0479,20,100.00,2,ROUGH
1.4632,0.5930,0.3007,9.8277,15,100.00,2,ROUGH
1.6745,0.5461,0.2595,8.5151,19,100.00,2,ROUGH
1.2930,0.5054,0.2212,10.8045,14,100.00,2,ROUGH
1.5072,0.4615,0.3814,9.5331,17,100.00,2,ROUGH
1.4237,0.4185,0.3421,8.2942,12,100.00,2,ROUGH
1.6342,0.6222,0.3014,13.9728,12,100.00,2,ROUGH
1.2527,0.5826,0.3637,9.2617,20,100.00,2,ROUGH
1.4675,0.5375,0.2236,11.5000,20,100.00,2,ROUGH
1.6819,0.7439,0.3841,10.2319,19,100.00,2,ROUGH
1.5957,0.4501,0.2440,12.4538,14,100.00,2,ROUGH
1.2093,0.6543,0.2041,14.6761,13,100.00,2,ROUGH
1.7279,0.3636,0.2654,9.9652,13,100.00,2,ROUGH
1.3415,0.5691,0.3259,12.1871,12,100.00,2,ROUGH
1.5552,0.5254,0.2859,14.4095,16,100.00,2,ROUGH
1.4716,0.7329,0.3471,9.6698,20,100.00,2,ROUGH
1.3881,0.6907,0.3080,11.9300,15,100.00,2,ROUGH
1.3024,0.6466,0.2686,10.6626,19,100.00,2,ROUGH
1.2191,0.3543,0.3296,12.9262,14,100.00,2,ROUGH
1.7318,0.5594,0.2893,11.6336,13,100.00,2,ROUGH
1.6476,0.7659,0.2501,10.3862,17,100.00,2,ROUGH
1.2618,0.4708,0.2101,9.1152,12,100.00,2,ROUGH
1.4764,0.4286,0.2710,11.3506,16,100.00,2,ROUGH
1.6903,0.3839,0.2310,10.0753,15,100.00,2,ROUGH
1.6051,0.3395,0.2913,12.3137,15,100.00,2,ROUGH
1.2229,0.5491,0.3523,14.5900,14,100.00,2,ROUGH
1.7361,0.7538,0.2125,9.8074,13,100.00,2,ROUGH
1.6524,0.4613,0.2733,8.5651,17,100.00,2,ROUGH
1.5672,0.4177,0.2338,10.8029,12,100.00,2,ROUGH
1.7818,0.3740,0.3941,13.0362,12,100.00,2,ROUGH
1.6954,0.3296,0.3545,11.7582,15,100.00,2,ROUGH
1.6133,0.7888,0.3158,10.5380,15,100.00,2,ROUGH
1.5288,0.4955,0.2766,12.7859,19,100.00,2,ROUGH
1.4421,0.7003,0.3365,8.0037,14,100.00,2,ROUGH
1.3552,0.6559,0.2962,13.7157,13,100.00,2,ROUGH
1.2716,0.6131,0.3574,8.9773,17,100.00,2,ROUGH
1.7857,0.5685,0.3174,11.2044,12,100.00,2,ROUGH
1.7018,0.5256,0.2784,13.4605,20,100.00,2,ROUGH
1.6172,0.7336,0.3393,8.7063,20,100.00,2,ROUGH
1.5302,0.6881,0.2991,10.9190,15,100.00,2,ROUGH
1.4485,0.6471,0.2608,9.7063,14,100.00,2,ROUGH
1.3622,0.6022,0.2209,11.9283,13,100.00,2,ROUGH
1.5770,0.3082,0.2808,14.1654,13,100.00,2,ROUGH
1.7911,0.5145,0.3414,12.8929,17,100.00,2,ROUGH
1.7071,0.7216,0.3023,8.1484,12,100.00,2,ROUGH
1.6238,0.4298,0.3636,13.9125,16,100.00,2,ROUGH
1.2396,0.3870,0.3243,9.1632,15,100.00,2,ROUGH
1.7518,0.5917,0.3837,11.3639,14,100.00,2,ROUGH
1.3678,0.5496,0.2448,13.6187,14,100.00,2,ROUGH
1.2852,0.5066,0.3057,8.8916,13,100.00,2,ROUGH
1.7983,0.7119,0.2656,14.6064,13,100.00,2,ROUGH
1.4134,0.6691,0.3262,9.8471,17,100.00,2,ROUGH
1.3256,0.6227,0.2858,12.0492,16,100.00,2,ROUGH
1.2433,0.5821,0.2476,14.3281,15,100.00,2,ROUGH
1.4593,0.5389,0.3084,9.5821,19,100.00,2,ROUGH
1.6729,0.4939,0.2681,8.3028,19,100.00,2,ROUGH
1.5873,0.7007,0.3287,10.5344,18,100.00,2,ROUGH
1.5022,0.6562,0.2889,9.2738,17,100.00,2,ROUGH
1.4184,0.6130,0.2498,8.0318,17,100.00,2,ROUGH
1.3319,0.5696,0.2101,13.7505,16,100.00,2,ROUGH
1.2477,0.7767,0.3709,12.5025,20,100.00,2,ROUGH
1.7640,0.7341,0.3320,11.2609,15,100.00,2,ROUGH
1.3798,0.6915,0.2926,10.0110,19,100.00,2,ROUGH
1.2941,0.6473,0.3529,12.2427,18,100.00,2,ROUGH
1.5078,0.6025,0.2128,10.9648,13,100.00,2,ROUGH
1.7239,0.3103,0.2740,13.2203,13,100.00,2,ROUGH
1.6385,0.7665,0.3342,11.9550,17,100.00,2,ROUGH
1.2535,0.7232,0.2946,14.1952,16,100.00,2,ROUGH
1.7702,0.6808,0.3559,9.4590,15,100.00,2,ROUGH
1.6843,0.6373,0.2162,11.6866,15,100.00,2,ROUGH
1.5990,0.5928,0.3767,13.9244,19,100.00,2,ROUGH
1.2124,0.7985,0.3365,12.6411,18,100.00,2,ROUGH
1.7273,0.5044,0.3968,11.3811,13,100.00,2,ROUGH
1.6441,0.4626,0.3580,10.1456,13,100.00,2,ROUGH
1.2600,0.4198,0.3192,12.4000,16,100.00,2,ROUGH
1.4731,0.3747,0.3785,11.1118,20,100.00,2,ROUGH
1.3905,0.5833,0.2404,9.8881,15,100.00,2,ROUGH
1.3049,0.5394,0.3005,8.6193,15,100.00,2,ROUGH
1.2204,0.4962,0.3613,10.8666,14,100.00,2,ROUGH
1.4336,0.7023,0.2212,9.5803,18,100.00,2,ROUGH
1.3498,0.4089,0.2818,11.8372,17,100.00,2,ROUGH
1.2626,0.3628,0.3414,14.0482,12,100.00,2,ROUGH
1.7788,0.3208,0.2028,12.8066,12,100.00,2,ROUGH
1.6914,0.7754,0.2625,8.0132,20,100.00,2,ROUGH
1.6073,0.4831,0.2233,13.7654,15,100.00,2,ROUGH
1.2228,0.6893,0.3840,9.0131,14,100.00,2,ROUGH
1.4400,0.6476,0.2450,11.2829,14,100.00,2,ROUGH
1.6518,0.3512,0.3044,9.9796,18,100.00,2,ROUGH
1.5672,0.5588,0.2652,8.7252,13,100.00,2,ROUGH
1.7810,0.5138,0.2248,14.4477,16,100.00,2,ROUGH
1.7003,0.4734,0.3869,13.2491,20,100.00,2,ROUGH
1.6148,0.4309,0.2478,8.4830,15,100.00,2,ROUGH
1.5302,0.3877,0.2083,10.7282,15,100.00,2,ROUGH
1.7472,0.5952,0.2695,12.9963,19,100.00,2,ROUGH
1.6599,0.7996,0.2293,11.7057,18,100.00,2,ROUGH
1.5778,0.5087,0.2908,10.4854,13,100.00,2,ROUGH
1.4890,0.4621,0.2497,12.6729,12,100.00,2,ROUGH
1.7053,0.6700,0.3108,14.9313,16,100.00,2,ROUGH
1.6198,0.6266,0.3716,13.6654,16,100.00,2,ROUGH
1.2375,0.3341,0.2327,12.4439,20,100.00,2,ROUGH
1.7468,0.7868,0.2916,14.6041,19,100.00,2,ROUGH
1.6658,0.7470,0.3534,9.8993,18,100.00,2,ROUGH
1.2773,0.6991,0.2122,12.0916,13,100.00,2,ROUGH
1.4947,0.4088,0.3739,14.3645,17,100.00,2,ROUGH
1.4080,0.6133,0.2337,13.0829,17,100.00,2,ROUGH
1.3235,0.3198,0.2944,11.8294,20,100.00,2,ROUGH
1.2388,0.5278,0.2555,10.5745,15,100.00,2,ROUGH
1.7544,0.4843,0.2161,9.3234,19,100.00,2,ROUGH
1.6694,0.6913,0.2766,8.0629,14,100.00,2,ROUGH
1.2829,0.3960,0.2363,13.7828,18,100.00,2,ROUGH
1.5015,0.6063,0.3979,9.0710,13,100.00,2,ROUGH
1.7144,0.3099,0.2576,14.7838,17,100.00,2,ROUGH
1.3282,0.5166,0.3178,10.0066,12,100.00,2,ROUGH
1.5436,0.4727,0.2786,8.7534,16,100.00,2,ROUGH
1.7613,0.6813,0.2400,14.5316,15,100.00,2,ROUGH
1.6746,0.3863,0.3999,9.7491,15,100.00,2,ROUGH
1.2897,0.3440,0.2607,8.4896,18,100.00,2,ROUGH
1.2031,0.7973,0.3203,10.7083,13,100.00,2,ROUGH
1.4203,0.7557,0.2818,12.9808,17,100.00,2,ROUGH
1.3341,0.7116,0.3417,11.7026,12,100.00,2,ROUGH
1.5472,0.4165,0.3015,10.4169,12,100.00,2,ROUGH
1.7651,0.6262,0.2635,9.1978,20,100.00,2,ROUGH
1.6812,0.5836,0.3244,14.9531,15,100.00,2,ROUGH
1.5948,0.5385,0.3842,13.6739,19,100.00,2,ROUGH
1.2085,0.4945,0.3445,12.3969,14,100.00,2,ROUGH
1.4236,0.7023,0.3052,14.6380,18,100.00,2,ROUGH
1.6410,0.6595,0.3664,13.4117,13,100.00,2,ROUGH
1.5577,0.3673,0.3271,12.1744,16,100.00,2,ROUGH
1.4668,0.3189,0.3858,14.3348,16,100.00,2,ROUGH
1.6829,0.5274,0.2474,9.5903,20,100.00,2,ROUGH
1.2993,0.7337,0.3079,11.8506,15,100.00,2,ROUGH
1.2155,0.6914,0.3688,10.6079,14,100.00,2,ROUGH
1.7324,0.3997,0.2299,9.3743,18,100.00,2,ROUGH
1.6447,0.3535,0.2892,8.0760,17,100.00,2,ROUGH
1.2598,0.5607,0.3498,13.8168,12,100.00,2,ROUGH
1.4749,0.7674,0.2106,12.5592,12,100.00,2,ROUGH
1.3929,0.4754,0.3721,14.8427,20,100.00,2,ROUGH
1.3046,0.4309,0.2318,10.0357,15,100.00,2,ROUGH
1.5213,0.6386,0.3928,8.8001,14,100.00,2,ROUGH
1.4351,0.5937,0.2526,14.5239,14,100.00,2,ROUGH
1.3527,0.3020,0.2140,9.8007,18,100.00,2,ROUGH
1.5637,0.7555,0.2732,11.9851,13,100.00,2,ROUGH
1.4792,0.7119,0.2340,14.2336,17,100.00,2,ROUGH
1.3943,0.4184,0.2941,12.9744,20,100.00,2,ROUGH
1.3092,0.3758,0.2553,8.2142,15,100.00,2,ROUGH
1.2251,0.3319,0.2156,10.4666,19,100.00,2,ROUGH
1.4401,0.5388,0.3763,9.2063,14,100.00,2,ROUGH
1.6552,0.4956,0.2370,14.9494,14,100.00,2,ROUGH
1.5687,0.7002,0.2967,13.6687,13,100.00,2,ROUGH
1.4856,0.6578,0.3578,8.9356,12,100.00,2,ROUGH
1.3996,0.3643,0.3182,14.6616,16,100.00,2,ROUGH
1.6151,0.3207,0.2787,13.4084,16,100.00,2,ROUGH
1.5338,0.5317,0.2409,12.1999,20,100.00,2,ROUGH
1.4451,0.7356,0.2003,10.8894,19,100.00,2,ROUGH
1.6619,0.4430,0.3612,9.6542,18,100.00,2,ROUGH
1.2767,0.3988,0.2217,8.3932,13,100.00,2,ROUGH
1.4916,0.3559,0.3818,10.6306,13,100.00,2,ROUGH
1.4044,0.5606,0.3420,9.3414,12,100.00,2,ROUGH
1.3225,0.7690,0.3030,8.1231,16,100.00,2,ROUGH
1.5367,0.4752,0.2639,13.8545,20,100.00,2,ROUGH
1.7506,0.6809,0.3240,12.5793,19,100.00,2,ROUGH
1.6657,0.6373,0.3844,14.8203,14,100.00,2,ROUGH
1.5792,0.3428,0.2441,13.5393,14,100.00,2,ROUGH
1.4964,0.3010,0.2057,12.3109,18,100.00,2,ROUGH
1.4111,0.5066,0.3656,11.0464,12,100.00,2,ROUGH
1.6238,0.4621,0.2258,9.7547,16,100.00,2,ROUGH
1.2380,0.4179,0.2860,8.4840,20,100.00,2,ROUGH
1.7548,0.3758,0.3470,10.7497,15,100.00,2,ROUGH
1.3715,0.3339,0.2086,9.5143,15,100.00,2,ROUGH
1.2862,0.7902,0.3687,8.2494,19,100.00,2,ROUGH
1.5000,0.7450,0.3288,13.9740,18,100.00,2,ROUGH
1.7169,0.4534,0.2899,12.7409,17,100.00,2,ROUGH
1.6312,0.4085,0.2502,14.9730,12,100.00,2,ROUGH
1.5451,0.6148,0.2102,10.1965,16,100.00,2,ROUGH
1.4621,0.3232,0.2718,8.9652,20,100.00,2,ROUGH
1.3763,0.5291,0.2316,11.1929,19,100.00,2,ROUGH
1.2914,0.7354,0.2923,13.4359,19,100.00,2,ROUGH
1.2055,0.6903,0.2525,12.1645,18,100.00,2,ROUGH
1.7211,0.6483,0.3133,10.9121,18,100.00,2,ROUGH
1.6344,0.3524,0.3728,9.6284,13,100.00,2,ROUGH
1.2518,0.5617,0.2344,11.9023,12,100.00,2,ROUGH
1.7676,0.7689,0.3955,14.1552,16,100.00,2,ROUGH
1.6842,0.7276,0.3566,9.4172,15,100.00,2,ROUGH
1.2961,0.4313,0.2163,11.6158,19,100.00,2,ROUGH
1.2118,0.3883,0.2768,10.3639,19,100.00,2,ROUGH
1.4276,0.3455,0.2377,9.1163,14,100.00,2,ROUGH
1.6436,0.5527,0.3984,11.3705,17,100.00,2,ROUGH
1.5568,0.7576,0.2582,10.0860,12,100.00,2,ROUGH
1.4734,0.7150,0.2191,8.8482,12,100.00,2,ROUGH
1.6853,0.4190,0.3788,14.5462,16,100.00,2,ROUGH
1.6007,0.3758,0.3397,13.2927,20,100.00,2,ROUGH
1.5165,0.3333,0.2005,12.0441,14,100.00,2,ROUGH
1.4314,0.7892,0.3608,10.7834,14,100.00,2,ROUGH
1.3467,0.7461,0.2212,9.5259,13,100.00,2,ROUGH
1.5588,0.4504,0.3810,11.7267,17,100.00,2,ROUGH
1.4780,0.4100,0.2426,10.5252,17,100.00,2,ROUGH
1.6905,0.3637,0.3020,9.2313,20,100.00,2,ROUGH
1.6100,0.3255,0.2647,8.0341,15,100.00,2,ROUGH
1.5222,0.5301,0.3242,13.7352,15,100.00,2,ROUGH
1.7392,0.7384,0.3853,12.5025,19,100.00,2,ROUGH
1.3528,0.4433,0.3455,11.2250,14,100.00,2,ROUGH
1.2691,0.6499,0.3059,13.4820,13,100.00,2,ROUGH
1.7818,0.3557,0.2663,12.1912,17,100.00,2,ROUGH
1.6956,0.3107,0.2260,14.4140,12,100.00,2,ROUGH
1.3120,0.5178,0.3867,9.6747,16,100.00,2,ROUGH
1.2297,0.4765,0.3488,11.9541,15,100.00,2,ROUGH
1.4399,0.6797,0.3076,14.1265,14,100.00,2,ROUGH
1.3568,0.6378,0.3689,9.3945,14,100.00,2,ROUGH
1.5714,0.3439,0.2291,11.6286,13,100.00,2,ROUGH
1.7868,0.3002,0.3897,13.8752,13,100.00,2,ROUGH
1.4020,0.5081,0.3504,9.1172,17,100.00,2,ROUGH
1.6159,0.4627,0.3101,11.3419,16,100.00,2,ROUGH
1.5325,0.6720,0.3719,10.1055,20,100.00,2,ROUGH
1.7498,0.3795,0.3332,12.3782,19,100.00,2,ROUGH
1.6621,0.5835,0.2925,14.5807,19,100.00,2,ROUGH
1.5766,0.7905,0.3532,9.8133,14,100.00,2,ROUGH
1.4925,0.7474,0.3134,8.5648,18,100.00,2,ROUGH
1.4093,0.7051,0.2745,14.3313,17,100.00,2,ROUGH
1.6207,0.6588,0.3338,9.5215,16,100.00,2,ROUGH
1.2384,0.3675,0.3954,8.2988,16,100.00,2,ROUGH
1.4525,0.3234,0.3557,14.0272,15,100.00,2,ROUGH
1.6672,0.7798,0.3162,9.2632,19,100.00,2,ROUGH
1.5842,0.4869,0.3773,11.5324,14,100.00,2,ROUGH
1.4980,0.4432,0.2374,10.2553,18,100.00,2,ROUGH
1.4126,0.3983,0.2977,12.4914,17,100.00,2,ROUGH
1.3278,0.3561,0.3585,11.2343,17,100.00,2,ROUGH
1.2430,0.5617,0.3186,9.9767,12,100.00,2,ROUGH
1.7571,0.7676,0.2789,8.7052,16,100.00,2,ROUGH
1.3742,0.7273,0.3408,14.4750,20,100.00,2,ROUGH
1.2884,0.6822,0.3006,13.2041,19,100.00,2,ROUGH
1.5038,0.6389,0.3613,11.9502,14,100.00,2,ROUGH
1.4177,0.3447,0.2214,10.6739,18,100.00,2,ROUGH
1.6335,0.5518,0.2821,12.9263,13,100.00,2,ROUGH
1.2481,0.5074,0.2423,8.1606,16,100.00,2,ROUGH
1.7639,0.7153,0.2033,13.9118,16,100.00,2,ROUGH
1.6768,0.4207,0.3633,12.6238,15,100.00,2,ROUGH
1.2930,0.6273,0.2244,14.8821,19,100.00,2,ROUGH
1.2077,0.3339,0.3844,13.6161,19,100.00,2,ROUGH
1.4238,0.5418,0.2459,8.8728,18,100.00,2,ROUGH
1.3374,0.7469,0.2052,14.5920,13,100.00,2,ROUGH
1.5505,0.4520,0.2652,13.3060,12,100.00,2,ROUGH
1.7682,0.4108,0.3267,12.0842,16,100.00,2,ROUGH
1.3832,0.6163,0.3872,14.3262,20,100.00,2,ROUGH
1.2978,0.3242,0.3480,13.0600,20,100.00,2,ROUGH
1.5136,0.7811,0.2089,8.3114,14,100.00,2,ROUGH
1.4311,0.7388,0.2699,10.5875,14,100.00,2,ROUGH
1.3455,0.4448,0.2301,12.8184,18,100.00,2,ROUGH
1.5601,0.6521,0.3908,8.0532,13,100.00,2,ROUGH
1.4722,0.3547,0.2498,13.7540,17,100.00,2,ROUGH
1.3900,0.3141,0.2116,12.5334,16,100.00,2,ROUGH
1.6055,0.7709,0.2724,14.7807,15,100.00,2,ROUGH
1.2168,0.7240,0.3317,13.4709,15,100.00,2,ROUGH
1.4339,0.6823,0.3927,12.2397,14,100.00,2,ROUGH
1.3470,0.3877,0.3527,14.4526,18,100.00,2,ROUGH
1.5621,0.5933,0.3129,13.1942,17,100.00,2,ROUGH
1.7769,0.5500,0.2737,11.9329,17,100.00,2,ROUGH
1.3907,0.7561,0.3335,14.1556,12,100.00,2,ROUGH
1.3063,0.4625,0.3944,9.4049,16,100.00,2,ROUGH
1.5247,0.6729,0.2563,8.1926,20,100.00,2,ROUGH
1.7381,0.6286,0.2165,10.4104,19,100.00,2,ROUGH
1.6539,0.5852,0.2768,12.6615,14,100.00,2,ROUGH
1.5695,0.7913,0.3374,11.4106,13,100.00,2,ROUGH
1.7840,0.4982,0.2982,13.6436,13,100.00,2,ROUGH
1.3997,0.4547,0.2584,12.3939,12,100.00,2,ROUGH
1.6139,0.6604,0.2188,11.1225,16,100.00,2,ROUGH
1.2294,0.6174,0.2793,13.3697,16,100.00,2,ROUGH
1.4430,0.3230,0.3400,8.5922,15,100.00,2,ROUGH
1.3592,0.7805,0.2007,10.8484,14,100.00,2,ROUGH
1.2729,0.4866,0.2609,9.5710,18,100.00,2,ROUGH
1.4890,0.6931,0.3215,8.3264,13,100.00,2,ROUGH
1.7027,0.3988,0.3817,10.5491,17,100.00,2,ROUGH
1.6182,0.6057,0.3421,12.7951,16,100.00,2,ROUGH
1.5321,0.5619,0.3028,8.0213,20,100.00,2,ROUGH
1.7504,0.5214,0.2644,13.8080,20,100.00,2,ROUGH
1.6640,0.4762,0.2244,12.5286,19,100.00,2,ROUGH
1.5795,0.6838,0.2854,14.7759,19,100.00,2,ROUGH
1.7930,0.6385,0.2449,9.9950,18,100.00,2,ROUGH
1.4090,0.5953,0.3059,8.7504,13,100.00,2,ROUGH
1.6248,0.3029,0.3666,11.0007,17,100.00,2,ROUGH
1.2386,0.7577,0.3266,9.7246,12,100.00,2,ROUGH
1.7554,0.4663,0.3876,11.9897,16,100.00,2,ROUGH
1.3694,0.4231,0.3484,10.7171,20,100.00,2,ROUGH
1.2855,0.6286,0.3086,9.4716,14,100.00,2,ROUGH
1.4997,0.3353,0.2693,8.2020,18,100.00,2,ROUGH
1.4138,0.5412,0.3292,10.4285,13,100.00,2,ROUGH
1.6271,0.7463,0.3892,12.6464,13,100.00,2,ROUGH
1.5445,0.4534,0.2503,11.4209,12,100.00,2,ROUGH
1.4591,0.6608,0.3108,10.1535,16,100.00,2,ROUGH
1.6745,0.6182,0.2721,8.9007,20,100.00,2,ROUGH
1.5890,0.5740,0.2322,11.1342,19,100.00,2,ROUGH
1.2032,0.7800,0.2925,9.8633,19,100.00,2,ROUGH
1.7206,0.4881,0.2537,12.1375,18,100.00,2,ROUGH
